,Economy ISO3,Indicator,2009-01-01,2009-01-01 00:00:00,2009-02-01,2009-03-01,2009-04-01,2009-04-01 00:00:00,2009-05-01,2009-06-01,2009-07-01,2009-07-01 00:00:00,2009-08-01,2009-09-01,2009-10-01,2009-10-01 00:00:00,2009-11-01,2009-12-01,2010-01-01,2010-01-01 00:00:00,2010-02-01,2010-03-01,2010-04-01,2010-04-01 00:00:00,2010-05-01,2010-06-01,2010-07-01,2010-07-01 00:00:00,2010-08-01,2010-09-01,2010-10-01,2010-10-01 00:00:00,2010-11-01,2010-12-01,2011-01-01,2011-01-01 00:00:00,2011-02-01,2011-03-01,2011-04-01,2011-04-01 00:00:00,2011-05-01,2011-06-01,2011-07-01,2011-07-01 00:00:00,2011-08-01,2011-09-01,2011-10-01,2011-10-01 00:00:00,2011-11-01,2011-12-01,2012-01-01,2012-01-01 00:00:00,2012-02-01,2012-03-01,2012-04-01,2012-04-01 00:00:00,2012-05-01,2012-06-01,2012-07-01,2012-07-01 00:00:00,2012-08-01,2012-09-01,2012-10-01,2012-10-01 00:00:00,2012-11-01,2012-12-01,2013-01-01,2013-01-01 00:00:00,2013-02-01,2013-03-01,2013-04-01,2013-04-01 00:00:00,2013-05-01,2013-06-01,2013-07-01,2013-07-01 00:00:00,2013-08-01,2013-09-01,2013-10-01,2013-10-01 00:00:00,2013-11-01,2013-12-01,2014-01-01,2014-01-01 00:00:00,2014-02-01,2014-03-01,2014-04-01,2014-04-01 00:00:00,2014-05-01,2014-06-01,2014-07-01,2014-07-01 00:00:00,2014-08-01,2014-09-01,2014-10-01,2014-10-01 00:00:00,2014-11-01,2014-12-01,2015-01-01,2015-01-01 00:00:00,2015-02-01,2015-03-01,2015-04-01,2015-04-01 00:00:00,2015-05-01,2015-06-01,2015-07-01,2015-07-01 00:00:00,2015-08-01,2015-09-01,2015-10-01,2015-10-01 00:00:00,2015-11-01,2015-12-01,2016-01-01,2016-01-01 00:00:00,2016-02-01,2016-03-01,2016-04-01,2016-04-01 00:00:00,2016-05-01,2016-06-01,2016-07-01,2016-07-01 00:00:00,2016-08-01,2016-09-01,2016-10-01,2016-10-01 00:00:00,2016-11-01,2016-12-01,2017-01-01,2017-01-01 00:00:00,2017-02-01,2017-03-01,2017-04-01,2017-04-01 00:00:00,2017-05-01,2017-06-01,2017-07-01,2017-07-01 00:00:00,2017-08-01,2017-09-01,2017-10-01,2017-10-01 00:00:00,2017-11-01,2017-12-01,2018-01-01,2018-01-01 00:00:00,2018-02-01,2018-03-01,2018-04-01,2018-04-01 00:00:00,2018-05-01,2018-06-01,2018-07-01,2018-07-01 00:00:00,2018-08-01,2018-09-01,2018-10-01,2018-10-01 00:00:00,2018-11-01,2018-12-01,2019-01-01,2019-01-01 00:00:00,2019-02-01,2019-03-01,2019-04-01,2019-04-01 00:00:00,2019-05-01,2019-06-01,2019-07-01,2019-07-01 00:00:00,2019-08-01,2019-09-01,2019-10-01,2019-10-01 00:00:00,2019-11-01,2019-12-01,2020-01-01,2020-01-01 00:00:00,2020-02-01,2020-03-01,2020-04-01,2020-04-01 00:00:00,2020-05-01,2020-06-01,2020-07-01,2020-07-01 00:00:00,2020-08-01,2020-09-01,2020-10-01,2020-10-01 00:00:00,2020-11-01,2020-12-01,2021-01-01,2021-01-01 00:00:00,2021-02-01,2021-03-01,2021-04-01,2021-04-01 00:00:00,2021-05-01,2021-06-01,2021-07-01,2021-07-01 00:00:00,2021-08-01,2021-09-01,2021-10-01,2021-10-01 00:00:00,2021-11-01,2021-12-01,2022-01-01,2022-01-01 00:00:00,2022-02-01,2022-03-01,2022-04-01,2022-04-01 00:00:00,2022-05-01,2022-06-01,2022-07-01,2022-07-01 00:00:00,2022-08-01,2022-09-01,2022-10-01,2022-10-01 00:00:00,2022-11-01,2022-12-01,2023-01-01,2023-01-01 00:00:00,2023-02-01,2023-03-01,2023-12-01
46,ALB,"Headline consumer price inflation, annual",2.29,,,,,,,,,,,,,,,,3.57,,,,,,,,,,,,,,,,3.41,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,1.93,,,,,,,,,,,,,,,,1.62,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,1.62,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,6.73,,,,,,,,,,,,,,,,,,,,
49,ALB,"Producer price inflation, annual",-1.67,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.61,,,,,,,,,,,,,,,,2.84,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,-0.8,,,,,,,,,,,,,,,,-3.43,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,19.94,,,,,,,,,,,,,,,,,,,,
52,AND,"GDP deflator growth rate, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,
53,ARE,"Estimated core consumer price inflation, annual",1.39,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,2.67,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,1.67,,,,,,,,,,,,,,,,3.01,,,,,,,,,,,,,,,,-0.99,,,,,,,,,,,,,,,,-2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,ARE,"GDP deflator growth rate, annual",-15.2,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,13.17,,,,,,,,,,,,,,,,2.24,,,,,,,,,,,,,,,,-0.87,,,,,,,,,,,,,,,,-0.91,,,,,,,,,,,,,,,,-15.48,,,,,,,,,,,,,,,,-3.26,,,,,,,,,,,,,,,,5.49,,,,,,,,,,,,,,,,8.21,,,,,,,,,,,,,,,,-1.9,,,,,,,,,,,,,,,,-10.58,,,,,,,,,,,,,,,,14.28,,,,,,,,,,,,,,,,14.28,,,,,,,,,,,,,,,,,,,,
57,ARE,"Energy price inflation, annual",0.45,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,-2.42,,,,,,,,,,,,,,,,-2.58,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,3.12,,,,,,,,,,,,,,,,8.81,,,,,,,,,,,,,,,,3.56,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,-3.09,,,,,,,,,,,,,,,,-5.2,,,,,,,,,,,,,,,,-3.67,,,,,,,,,,,,,,,,-3.65,,,,,,,,,,,,,,,,-0.28,,,,,,,,,,,,,,,,,,,,
60,ARE,"Food price inflation, annual",0.79,,,,,,,,,,,,,,,,4.45,,,,,,,,,,,,,,,,5.86,,,,,,,,,,,,,,,,5.24,,,,,,,,,,,,,,,,2.69,,,,,,,,,,,,,,,,2.17,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,3.54,,,,,,,,,,,,,,,,-1.39,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,6.91,,,,,,,,,,,,,,,,,,,,
63,ARE,"Headline consumer price inflation, annual",1.57,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,2.34,,,,,,,,,,,,,,,,4.07,,,,,,,,,,,,,,,,1.62,,,,,,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,3.06,,,,,,,,,,,,,,,,-1.93,,,,,,,,,,,,,,,,-2.08,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,4.83,,,,,,,,,,,,,,,,,,,,
66,ARG,"GDP deflator growth rate, annual",15.38,,,,,,,,,,,,,,,,20.92,,,,,,,,,,,,,,,,23.7,,,,,,,,,,,,,,,,22.31,,,,,,,,,,,,,,,,23.95,,,,,,,,,,,,,,,,40.28,,,,,,,,,,,,,,,,26.58,,,,,,,,,,,,,,,,41.12,,,,,,,,,,,,,,,,26.01,,,,,,,,,,,,,,,,40.01,,,,,,,,,,,,,,,,50.62,,,,,,,,,,,,,,,,39.84,,,,,,,,,,,,,,,,54.15,,,,,,,,,,,,,,,,41.07,,,,,,,,,,,,,,,,,,,,
68,ARG,"Energy price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.76,,,,,,,,,,,,,,,,49.28,,,,,,,,,,,,,,,,19.95,,,,,,,,,,,,,,,,26.23,,,,,,,,,,,,,,,,51.4,,,,,,,,,,,,,,,,,,,,
71,ARG,"Food price inflation, annual",6.8,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,14.4,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.43,,,,,,,,,,,,,,,,20.36,,,,,,,,,,,,,,,,32.74,,,,,,,,,,,,,,,,58.34,,,,,,,,,,,,,,,,46.97,,,,,,,,,,,,,,,,49.85,,,,,,,,,,,,,,,,74.63,,,,,,,,,,,,,,,,,,,,
74,ARG,"Headline consumer price inflation, annual",6.27,,,,,,,,,,,,,,,,10.46,,,,,,,,,,,,,,,,9.77,,,,,,,,,,,,,,,,10.04,,,,,,,,,,,,,,,,10.62,,,,,,,,,,,,,,,,38.08,,,,,,,,,,,,,,,,26.54,,,,,,,,,,,,,,,,39.4,,,,,,,,,,,,,,,,25.68,,,,,,,,,,,,,,,,34.28,,,,,,,,,,,,,,,,53.55,,,,,,,,,,,,,,,,42.02,,,,,,,,,,,,,,,,48.41,,,,,,,,,,,,,,,,72.43,,,,,,,,,,,,,,,,,,,,
79,ARG,"Producer price inflation, annual",6.28,,,,,,,,,,,,,,,,15.07,,,,,,,,,,,,,,,,13.75,,,,,,,,,,,,,,,,12.19,,,,,,,,,,,,,,,,16.32,,,,,,,,,,,,,,,,26.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.26,,,,,,,,,,,,,,,,52.22,,,,,,,,,,,,,,,,58.31,,,,,,,,,,,,,,,,42.51,,,,,,,,,,,,,,,,59.09,,,,,,,,,,,,,,,,60.27,,,,,,,,,,,,,,,,,,,,
82,ARM,"Official core consumer price inflation, annual",3.69,,,,,,,,,,,,,,,,7.49,,,,,,,,,,,,,,,,8.63,,,,,,,,,,,,,,,,5.26,,,,,,,,,,,,,,,,5.85,,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,5.14,,,,,,,,,,,,,,,,-2.02,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,7.23,,,,,,,,,,,,,,,,8.28,,,,,,,,,,,,,,,,,,,,
83,ARM,"Estimated core consumer price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,-1.5,,,,,,,,,,,,,,,,-3.25,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,-1.09,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,ARM,"GDP deflator growth rate, annual",2.56,,,,,,,,,,,,,,,,7.77,,,,,,,,,,,,,,,,4.28,,,,,,,,,,,,,,,,5.41,,,,,,,,,,,,,,,,3.26,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,2.13,,,,,,,,,,,,,,,,2.76,,,,,,,,,,,,,,,,1.48,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,6.87,,,,,,,,,,,,,,,,6.88,,,,,,,,,,,,,,,,,,,,
87,ARM,"Energy price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,38.98,,,,,,,,,,,,,,,,-23.88,,,,,,,,,,,,,,,,-4.64,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,
89,ARM,"Food price inflation, annual",-0.9,,,,,,,,,,,,,,,,9.4,,,,,,,,,,,,,,,,12.3,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,5.81,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,27.85,,,,,,,,,,,,,,,,-22.03,,,,,,,,,,,,,,,,3.99,,,,,,,,,,,,,,,,2.34,,,,,,,,,,,,,,,,1.87,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,11.21,,,,,,,,,,,,,,,,12.11,,,,,,,,,,,,,,,,,,,,
92,ARM,"Headline consumer price inflation, annual",3.54,,,,,,,,,,,,,,,,7.27,,,,,,,,,,,,,,,,7.65,,,,,,,,,,,,,,,,2.54,,,,,,,,,,,,,,,,5.79,,,,,,,,,,,,,,,,2.98,,,,,,,,,,,,,,,,3.73,,,,,,,,,,,,,,,,-1.41,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,,1.21,,,,,,,,,,,,,,,,7.18,,,,,,,,,,,,,,,,8.64,,,,,,,,,,,,,,,,,,,,
95,ARM,"Producer price inflation, annual",7.07,,,,,,,,,,,,,,,,22.57,,,,,,,,,,,,,,,,9.12,,,,,,,,,,,,,,,,6.98,,,,,,,,,,,,,,,,4.72,,,,,,,,,,,,,,,,8.47,,,,,,,,,,,,,,,,-0.77,,,,,,,,,,,,,,,,1.51,,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,2.98,,,,,,,,,,,,,,,,9.87,,,,,,,,,,,,,,,,2.68,,,,,,,,,,,,,,,,,,,,
98,ATG,"Estimated core consumer price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,ATG,"GDP deflator growth rate, annual",1.79,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,-0.95,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,3.02,,,,,,,,,,,,,,,,1.87,,,,,,,,,,,,,,,,-0.93,,,,,,,,,,,,,,,,2.25,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,
102,ATG,"Food price inflation, annual",7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,,,,,,,,,,,,,,,,2.73,,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,10.58,,,,,,,,,,,,,,,,,,,,
104,ATG,"Headline consumer price inflation, annual",-0.55,,,,,,,,,,,,,,,,3.37,,,,,,,,,,,,,,,,3.46,,,,,,,,,,,,,,,,3.38,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,-0.49,,,,,,,,,,,,,,,,2.42,,,,,,,,,,,,,,,,1.21,,,,,,,,,,,,,,,,1.48,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,1.63,,,,,,,,,,,,,,,,7.53,,,,,,,,,,,,,,,,,,,,
107,AUS,"Official core consumer price inflation, annual",2.12,,,,,,,,,,,,,,,,58.17,,,,,,,,,,,,,,,,2.45,,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,2.57,,,,,,,,,,,,,,,,2.33,,,,,,,,,,,,,,,,27.38,,,,,,,,,,,,,,,,5.54,,,,,,,,,,,,,,,,1.54,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,5.52,,,,,,,,,,,,,,,,,,,,
108,AUS,"Estimated core consumer price inflation, annual",0.63,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,1.84,,,,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,1.62,,,,,,,,,,,,,,,,1.58,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,-0.14,,,,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,AUS,"GDP deflator growth rate, annual",0.41,,,,,,,,,,,,,,,,5.36,,,,,,,,,,,,,,,,4.73,,,,,,,,,,,,,,,,-0.46,,,,,,,,,,,,,,,,1.33,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,-0.68,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,3.63,,,,,,,,,,,,,,,,2.25,,,,,,,,,,,,,,,,3.32,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,7.36,,,,,,,,,,,,,,,,,,,,
113,AUS,"Energy price inflation, annual",5.43,,,,,,,,,,,,,,,,5.49,,,,,,,,,,,,,,,,4.43,,,,,,,,,,,,,,,,3.94,,,,,,,,,,,,,,,,4.67,,,,,,,,,,,,,,,,3.04,,,,,,,,,,,,,,,,2.54,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,2.89,,,,,,,,,,,,,,,,2.35,,,,,,,,,,,,,,,,-1.21,,,,,,,,,,,,,,,,-0.12,,,,,,,,,,,,,,,,10.93,,,,,,,,,,,,,,,,15.46,,,,,,,,,,,,,,,,,,,,
115,AUS,"Food price inflation, annual",3.73,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,4.83,,,,,,,,,,,,,,,,-1.63,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,2.54,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,4.48,,,,,,,,,,,,,,,,9.28,,,,,,,,,,,,,,,,7.91,,,,,,,,,,,,,,,,8.17,,,,,,,,,,,,,,,,,,,,
117,AUS,"Headline consumer price inflation, annual",1.77,,,,,,,,,,,,,,,,2.92,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,2.45,,,,,,,,,,,,,,,,2.49,,,,,,,,,,,,,,,,1.51,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,2.82,,,,,,,,,,,,,,,,6.59,,,,,,,,,,,,,,,,,,,,
121,AUS,"Producer price inflation, annual",-5.5,,,,,,,,,,,,,,,,7.08,,,,,,,,,,,,,,,,8.91,,,,,,,,,,,,,,,,3.72,,,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,,,-3.47,,,,,,,,,,,,,,,,-4.94,,,,,,,,,,,,,,,,-1.43,,,,,,,,,,,,,,,,8.49,,,,,,,,,,,,,,,,5.21,,,,,,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,-3.71,,,,,,,,,,,,,,,,5.74,,,,,,,,,,,,,,,,9.88,,,,,,,,,,,,,,,,,,,,
124,AUT,"Official core consumer price inflation, annual",1.77,,,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,2.35,,,,,,,,,,,,,,,,2.09,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,,,1.65,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,2.15,,,,,,,,,,,,,,,,5.48,,,,,,,,,,,,,,,,,,,,
125,AUT,"Estimated core consumer price inflation, annual",0.26,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,,2.38,,,,,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,AUT,"GDP deflator growth rate, annual",1.89,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,1.62,,,,,,,,,,,,,,,,2.18,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,,1.71,,,,,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,4.74,,,,,,,,,,,,,,,,,,,,
132,AUT,"Energy price inflation, annual",1.82,,,,,,,,,,,,,,,,2.58,,,,,,,,,,,,,,,,3.31,,,,,,,,,,,,,,,,3.23,,,,,,,,,,,,,,,,2.39,,,,,,,,,,,,,,,,1.59,,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,2.28,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,12.25,,,,,,,,,,,,,,,,39.06,,,,,,,,,,,,,,,,,,,,
135,AUT,"Food price inflation, annual",0.2,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,4.24,,,,,,,,,,,,,,,,3.19,,,,,,,,,,,,,,,,3.47,,,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,2.37,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,,,,,2.33,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,10.75,,,,,,,,,,,,,,,,,,,,
138,AUT,"Headline consumer price inflation, annual",0.51,,,,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,,,3.29,,,,,,,,,,,,,,,,2.49,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,2.23,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,2.77,,,,,,,,,,,,,,,,8.55,,,,,,,,,,,,,,,,,,,,
143,AUT,"Producer price inflation, annual",-1.56,,,,,,,,,,,,,,,,2.74,,,,,,,,,,,,,,,,4.06,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,-0.88,,,,,,,,,,,,,,,,-1.1,,,,,,,,,,,,,,,,-1.48,,,,,,,,,,,,,,,,-1.83,,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,2.38,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,-1.59,,,,,,,,,,,,,,,,7.95,,,,,,,,,,,,,,,,9.53,,,,,,,,,,,,,,,,,,,,
145,AZE,"Official core consumer price inflation, annual",-12.94,,,,,,,,,,,,,,,,4.01,,,,,,,,,,,,,,,,-0.52,,,,,,,,,,,,,,,,-1.62,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,3.98,,,,,,,,,,,,,,,,4.14,,,,,,,,,,,,,,,,-0.09,,,,,,,,,,,,,,,,-0.09,,,,,,,,,,,,,,,,-1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,AZE,"GDP deflator growth rate, annual",-18.9,,,,,,,,,,,,,,,,13.83,,,,,,,,,,,,,,,,24.61,,,,,,,,,,,,,,,,2.84,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,-1.33,,,,,,,,,,,,,,,,-8.81,,,,,,,,,,,,,,,,14.63,,,,,,,,,,,,,,,,16.23,,,,,,,,,,,,,,,,12.18,,,,,,,,,,,,,,,,-0.23,,,,,,,,,,,,,,,,-7.35,,,,,,,,,,,,,,,,21.16,,,,,,,,,,,,,,,,38.48,,,,,,,,,,,,,,,,,,,,
148,AZE,"Energy price inflation, annual",16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,-1.62,,,,,,,,,,,,,,,,7.26,,,,,,,,,,,,,,,,19.56,,,,,,,,,,,,,,,,4.41,,,,,,,,,,,,,,,,-0.15,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,15.68,,,,,,,,,,,,,,,,14.02,,,,,,,,,,,,,,,,,,,,
